"lundi00h" "lundi01h" "lundi02h" "lundi03h" "lundi04h" "lundi05h" "lundi06h" "lundi07h" "lundi08h" "lundi09h" "lundi10h" "lundi11h" "lundi12h" "lundi13h" "lundi14h" "lundi15h" "lundi16h" "lundi17h" "lundi18h" "lundi19h" "lundi20h" "lundi21h" "lundi22h" "lundi23h" "mardi00h" "mardi01h" "mardi02h" "mardi03h" "mardi04h" "mardi05h" "mardi06h" "mardi07h" "mardi08h" "mardi09h" "mardi10h" "mardi11h" "mardi12h" "mardi13h" "mardi14h" "mardi15h" "mardi16h" "mardi17h" "mardi18h" "mardi19h" "mardi20h" "mardi21h" "mardi22h" "mardi23h" "mercredi00h" "mercredi01h" "mercredi02h" "mercredi03h" "mercredi04h" "mercredi05h" "mercredi06h" "mercredi07h" "mercredi08h" "mercredi09h" "mercredi10h" "mercredi11h" "mercredi12h" "mercredi13h" "mercredi14h" "mercredi15h" "mercredi16h" "mercredi17h" "mercredi18h" "mercredi19h" "mercredi20h" "mercredi21h" "mercredi22h" "mercredi23h" "jeudi00h" "jeudi01h" "jeudi02h" "jeudi03h" "jeudi04h" "jeudi05h" "jeudi06h" "jeudi07h" "jeudi08h" "jeudi09h" "jeudi10h" "jeudi11h" "jeudi12h" "jeudi13h" "jeudi14h" "jeudi15h" "jeudi16h" "jeudi17h" "jeudi18h" "jeudi19h" "jeudi20h" "jeudi21h" "jeudi22h" "jeudi23h" "vendredi00h" "vendredi01h" "vendredi02h" "vendredi03h" "vendredi04h" "vendredi05h" "vendredi06h" "vendredi07h" "vendredi08h" "vendredi09h" "vendredi10h" "vendredi11h" "vendredi12h" "vendredi13h" "vendredi14h" "vendredi15h" "vendredi16h" "vendredi17h" "vendredi18h" "vendredi19h" "vendredi20h" "vendredi21h" "vendredi22h" "vendredi23h" "noms" "longitude" "latitude"
"5022" 9 7 4 2 1 2 3 2 3 9 17 14 16 17 11 15 17 13 11 2 4 10 14 13 13 0 1 1 0 0 1 0 0 0 2 11 17 15 16 16 14 10 0 0 10 16 17 15 14 1 0 2 2 2 3 3 0 3 8 14 17 6 8 9 10 6 1 1 7 13 14 12 11 9 9 0 0 0 1 0 0 7 17 13 5 2 1 7 10 9 3 3 3 1 3 1 6 7 0 0 1 1 2 2 1 5 14 15 14 12 16 12 9 2 3 1 3 5 3 10 " CARDINAL LEMOINE" 2.35222292160749 48.8462950317216
"42009" 22 23 24 24 24 25 24 24 19 1 1 2 2 1 1 1 9 5 1 13 29 34 34 35 40 43 41 42 43 44 44 42 38 20 6 2 0 0 0 0 3 2 4 10 24 32 40 44 47 47 47 47 47 47 47 47 47 47 47 47 50 49 47 46 46 46 46 46 47 50 50 50 50 50 49 49 50 49 48 50 38 24 13 8 7 5 5 6 8 11 8 14 23 28 31 37 39 42 46 47 47 45 44 42 36 17 8 6 2 4 2 4 5 5 5 8 17 20 22 23 " VERDUN (IVRY)" 2.37513019905317 48.8072592805979
"18046" 1 1 1 21 24 24 22 20 13 1 1 1 2 1 1 1 1 3 1 3 2 8 7 7 14 16 15 15 15 15 14 14 4 1 2 1 1 3 1 2 1 1 1 3 7 11 10 14 18 29 28 28 28 29 29 28 25 0 0 0 0 0 0 2 0 0 0 2 4 5 4 4 7 9 19 18 16 16 16 13 17 0 0 0 0 1 1 0 1 0 0 1 2 5 7 5 7 8 6 6 6 6 5 4 0 0 0 0 1 1 5 1 0 4 2 0 2 6 0 6 " FOURCHE" 2.32612442031434 48.8879401639469
"31002" 10 11 11 11 11 12 12 13 16 21 24 24 23 21 23 23 22 19 12 2 2 0 1 1 1 4 4 4 4 4 4 5 8 23 22 24 20 17 17 19 17 9 0 0 0 1 1 0 1 2 3 3 3 3 3 5 6 14 23 23 24 15 25 23 24 19 5 0 4 4 4 4 2 1 1 1 1 1 1 2 9 22 24 19 19 13 17 20 19 18 6 1 1 2 0 0 1 1 1 2 2 2 2 4 5 23 25 24 21 20 20 22 24 22 7 0 0 6 5 3 " REPUBLIQUE (MONTREUIL)" 2.41930708875366 48.8528141913458
"18104" 4 7 7 7 7 7 6 3 0 0 2 0 0 0 1 1 0 1 4 1 1 3 5 5 7 11 11 11 11 11 11 9 4 0 0 0 1 1 0 0 0 1 2 2 5 9 14 15 12 10 10 10 11 11 10 9 6 4 1 0 0 0 0 0 0 1 1 4 3 2 2 5 5 5 7 9 8 8 7 6 3 0 1 0 0 2 1 1 1 1 2 2 1 2 5 6 8 8 12 14 13 13 12 11 8 2 1 1 3 1 0 4 2 0 1 0 3 6 6 9 " CHAPELLE" 2.35943545490188 48.8926568919912
"8032" 14 13 13 13 13 13 13 14 20 56 66 65 62 59 61 66 65 59 51 14 3 3 3 5 3 2 2 3 4 5 3 3 9 43 66 67 66 67 66 67 66 65 52 23 4 4 3 2 3 3 2 2 2 2 2 2 9 30 53 65 66 65 60 67 67 63 50 18 3 2 3 2 4 3 3 3 3 3 3 6 18 45 67 51 45 43 45 47 47 55 39 13 3 2 2 2 2 2 3 4 3 3 3 6 13 53 59 67 67 60 66 64 59 60 44 28 5 4 4 5 " MATIGNON" 2.31388541994929 48.871476421301
"11102" 56 55 56 56 56 36 36 37 33 27 6 8 9 7 5 4 10 7 6 16 19 38 45 47 56 57 50 44 45 31 32 30 28 19 5 4 3 5 2 3 2 7 18 10 6 14 32 51 57 57 34 40 42 34 33 32 31 19 6 3 2 2 2 1 9 11 1 7 11 26 45 56 56 56 32 32 31 31 30 28 23 9 8 2 4 1 2 4 3 15 15 13 10 16 26 46 58 46 49 52 49 37 35 35 31 12 2 3 2 3 0 2 0 3 6 12 16 13 16 17 " RUE DES BOULETS ( COMPLEMENTAIRE )" 2.38914764080955 48.8528886703649
"7013" 50 51 51 51 51 51 51 51 45 47 50 49 48 50 44 44 48 49 45 33 26 33 36 36 37 39 41 43 44 44 44 46 45 41 49 40 38 37 42 42 41 38 34 21 24 25 31 33 37 39 37 38 39 40 40 39 39 25 32 33 29 28 26 20 21 16 17 11 12 29 33 33 29 35 39 40 40 41 41 40 31 23 30 31 38 31 31 28 26 20 10 9 18 26 25 28 35 35 35 35 35 35 34 33 30 30 38 35 34 39 26 24 26 23 29 23 21 22 20 19 " PLACE DE BRETEUIL" 2.31268832866208 48.8475022584009
"20133" 3 2 1 1 1 1 2 2 4 2 1 0 2 0 2 2 1 1 1 0 3 7 9 8 6 6 6 7 7 7 8 5 6 8 1 0 0 0 1 0 0 0 0 1 6 6 5 4 4 4 6 5 6 8 7 5 5 5 0 1 2 0 0 1 1 2 0 0 4 6 2 0 0 4 4 5 4 6 7 4 5 0 0 0 2 4 3 4 1 2 1 3 2 5 2 5 7 4 4 6 7 8 9 8 12 8 5 3 2 1 1 1 2 1 0 2 2 1 2 2 " RASSELINS" 2.40961536277553 48.853528685941
"20016" 19 17 18 18 18 18 17 15 9 0 2 0 0 0 0 0 2 1 1 2 2 13 10 11 15 17 18 18 18 18 15 15 8 0 1 1 6 1 0 0 1 0 1 1 8 16 19 19 18 19 19 19 19 19 16 14 7 0 4 2 1 9 7 2 1 1 3 3 7 6 11 13 18 19 19 19 19 19 17 17 11 1 1 0 0 2 1 0 0 2 3 5 12 15 14 17 18 17 16 18 18 18 15 18 11 0 0 2 0 0 1 0 2 1 1 5 1 2 1 1 " PYRENEES VITRUVE" 2.40442562517696 48.857129400355
"16121" 14 14 14 13 13 14 13 13 12 13 13 14 15 15 12 14 13 12 13 10 10 8 7 6 7 8 8 8 8 8 8 7 6 4 8 9 7 4 4 8 9 8 8 6 6 7 6 5 5 5 5 5 5 5 5 5 4 5 10 14 17 13 16 16 13 11 8 5 5 3 3 3 4 4 4 4 4 4 4 4 4 6 9 8 8 9 9 10 9 7 9 7 5 2 1 0 1 1 2 2 2 2 2 2 3 3 4 5 5 4 3 1 0 0 1 1 3 2 2 4 " SABLONS MAILLOT" 2.27056809720919 48.8787208918302
"17018" 4 4 3 3 4 4 4 5 3 1 4 1 3 1 8 6 4 2 2 4 2 1 2 3 2 3 3 2 2 1 1 2 3 5 7 6 10 9 5 1 1 0 1 0 1 1 1 2 2 1 1 1 1 1 1 2 1 2 1 1 2 5 1 7 2 0 2 2 1 0 0 0 1 1 0 1 1 1 1 1 2 10 10 9 6 6 3 6 6 2 1 1 0 0 0 0 0 0 2 2 2 2 2 3 4 7 6 2 0 1 2 0 0 0 0 0 1 2 1 2 " MONCEAU" 2.30951238050775 48.8811619835771
"23003" 9 8 9 11 11 11 11 11 8 1 19 20 18 20 17 15 16 17 19 12 3 11 11 11 11 11 11 11 11 11 11 11 11 3 15 20 17 19 15 16 21 24 19 12 7 3 4 8 7 8 8 9 11 11 11 12 10 3 16 20 22 20 16 17 20 22 24 18 9 4 5 6 6 5 5 6 8 8 8 7 4 1 18 22 23 25 23 24 21 19 12 9 10 7 7 7 12 11 15 15 16 17 17 17 16 10 25 22 21 21 20 23 25 22 16 8 6 5 7 8 " WILSON (LEVALLOIS)" 2.28508993358479 48.8983400022724
"16112" 10 11 12 12 12 12 13 13 10 8 1 3 4 1 1 1 1 0 24 16 20 15 15 16 15 26 27 28 27 27 27 27 24 21 13 9 6 5 3 1 2 2 2 15 6 4 5 3 1 2 2 22 23 23 23 23 18 15 13 11 10 9 6 4 4 6 6 3 4 4 4 2 2 4 6 6 25 25 25 25 21 14 9 10 6 7 6 3 3 3 2 4 3 1 1 1 1 1 12 22 22 22 22 22 17 13 10 10 5 5 1 1 1 5 0 1 1 0 1 1 " CHERNOVITZ" 2.28217321814299 48.8569864146289
"15036" 44 45 45 45 39 39 38 37 35 27 19 17 14 15 16 14 13 14 17 28 37 46 45 46 47 46 45 45 45 44 44 42 39 27 19 15 11 15 13 11 7 9 12 14 19 24 27 26 29 35 32 32 32 33 32 32 30 19 16 12 13 12 15 19 19 18 25 35 31 34 37 38 44 40 44 44 37 37 37 36 35 24 21 16 16 15 14 10 14 7 9 15 17 30 41 46 47 46 47 47 47 46 46 46 41 35 31 30 27 26 24 21 20 25 33 40 47 46 47 47 " LAMBERT" 2.29514141310447 48.8430763869499
"20012" 12 11 15 13 13 12 11 12 9 1 1 1 2 0 0 1 2 0 2 5 6 10 13 15 15 14 15 14 14 14 14 14 10 0 0 0 0 0 3 1 4 2 4 1 6 7 13 11 13 14 15 15 13 13 14 12 9 1 1 8 7 4 8 7 3 1 4 1 5 14 11 14 15 12 15 15 15 14 12 12 7 1 0 2 0 0 2 1 1 0 3 5 10 9 11 14 7 11 14 14 15 14 14 13 9 1 0 0 0 1 1 1 0 2 1 4 10 5 8 8 " BUZENVAL VIGNOLES" 2.40003874927036 48.8539232760832
"22014" 5 6 6 8 8 8 8 8 9 3 6 4 4 2 2 5 7 6 5 6 1 0 3 3 2 2 2 2 2 2 2 2 4 0 8 7 9 9 8 7 10 15 14 15 12 4 2 1 2 2 2 3 3 2 2 1 6 2 5 7 6 6 6 4 1 0 5 10 6 2 5 3 4 5 5 5 6 6 6 6 8 3 3 1 2 4 0 3 5 5 9 18 21 20 18 18 16 16 17 17 17 18 18 18 22 14 22 16 19 21 20 21 19 20 18 18 16 17 15 15 " HUGO (NEUILLY)" 2.2780724243682 48.8878010685929
"11008" 35 36 17 20 20 22 23 23 15 22 35 26 24 22 15 18 19 12 16 17 26 33 34 36 35 35 34 36 31 27 28 34 27 37 37 34 33 36 36 20 14 7 10 10 9 21 35 37 37 21 25 25 27 24 24 30 27 35 35 31 31 29 29 30 13 10 12 11 31 31 31 29 31 30 29 28 30 23 23 29 31 33 39 31 33 37 38 33 33 23 31 30 34 37 39 39 40 37 24 24 23 23 23 28 27 10 16 10 14 16 27 7 16 7 19 33 34 34 30 32 " FAIDHERBE CHALIGNY" 2.38386933547444 48.8503797538799
"4017" 3 2 1 1 1 2 2 2 3 8 11 11 12 11 13 13 13 13 13 11 2 8 7 2 1 3 0 0 0 2 2 3 7 11 9 12 13 7 9 14 14 14 12 13 11 8 10 9 3 4 5 5 5 6 6 7 8 12 10 13 11 11 14 14 14 14 14 13 9 12 6 8 6 5 4 4 4 4 4 5 10 13 14 14 12 14 14 9 12 14 12 13 12 7 5 4 4 4 2 2 2 2 2 4 5 12 14 14 13 14 13 9 14 14 14 9 13 14 8 3 " PLACE DE L'HOTEL DE VILLE" 2.351621 48.857232
"13107" 44 44 44 44 44 44 44 44 40 34 35 34 27 20 17 18 19 16 12 11 18 21 21 23 5 6 7 7 7 7 8 8 6 1 7 1 3 6 9 6 7 2 3 7 8 9 9 6 2 4 4 4 5 5 6 6 2 21 23 24 22 16 22 25 25 28 30 32 29 35 38 43 26 26 27 28 28 29 29 28 25 21 21 19 16 16 11 12 14 12 15 12 8 11 16 24 26 26 26 29 30 31 31 31 27 22 20 22 20 12 23 21 19 19 20 17 18 23 24 24 " MARCHAND SANTE" 2.34196743682721 48.8288402183865
"12027" 12 15 13 15 15 15 15 14 9 4 2 6 4 1 4 5 13 12 12 14 14 13 14 15 15 15 15 15 15 15 15 13 7 3 6 7 6 11 15 15 10 6 13 15 13 13 15 15 15 15 15 15 15 15 15 13 6 3 2 5 13 15 10 14 15 10 12 15 15 14 14 14 15 15 15 15 15 15 14 11 3 3 3 8 7 3 2 5 8 7 9 8 4 11 15 15 15 14 15 14 15 15 15 11 5 3 4 7 10 12 9 8 4 3 11 15 15 8 5 7 " MONTGALLET CHARENTON" 2.38616492781374 48.8426477787005
"11011" 25 20 18 18 18 18 17 18 14 9 5 4 0 5 0 0 8 11 16 22 21 25 18 24 25 25 24 11 11 12 12 9 9 5 1 2 5 4 5 1 8 4 4 14 24 23 25 24 25 25 18 18 18 18 16 14 10 1 3 1 2 1 1 1 5 11 17 15 16 24 25 24 25 23 25 24 3 3 3 2 1 1 2 2 4 1 5 4 3 2 6 24 21 25 25 25 25 25 19 23 25 19 19 20 17 5 3 6 4 3 6 6 9 9 15 16 17 18 25 25 " RICHARD LENOIR" 2.37265142826551 48.8618048520715
"42701" 2 2 2 2 2 2 3 2 1 1 1 1 1 2 1 1 1 2 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 0 0 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 4 2 1 1 0 0 2 2 2 2 1 1 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 2 3 7 4 2 2 2 2 2 2 2 2 3 2 1 1 3 3 3 5 2 1 1 1 1 1 1 1 1 3 " GIDE (LE KREMLIN BICETRE)" 2.35385267286824 48.80721112325
"8104" 1 1 1 1 1 1 1 2 2 5 8 10 10 6 4 6 3 2 2 1 1 1 1 1 1 1 1 1 1 1 1 1 2 5 9 11 12 9 4 5 5 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 4 7 5 8 7 10 11 10 7 5 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 7 10 10 11 11 8 7 6 2 1 1 1 3 1 1 1 1 1 1 1 1 1 1 2 5 4 2 1 1 2 1 1 8 0 1 1 0 0 " FRIEDLAND CHATEAUBRIAND" 2.29991625786582 48.8740144756374
"43008" 24 24 24 24 25 25 25 23 21 11 8 6 5 3 3 1 1 3 5 17 20 22 22 24 22 24 24 24 24 24 24 23 18 9 4 5 7 10 7 7 5 10 12 17 22 24 19 23 24 24 23 23 22 22 21 20 19 4 0 0 0 5 3 2 3 4 9 15 13 12 16 20 21 23 24 25 25 25 24 23 21 5 1 1 1 1 1 2 1 4 9 12 11 15 16 19 20 22 22 22 24 25 25 23 19 10 6 4 8 6 4 6 10 9 20 24 23 25 25 25 " FONTENAY (VINCENNES)" 2.44469088782798 48.8477906644826
"16115" 18 18 17 16 16 16 16 16 13 6 2 2 4 2 1 3 3 2 4 1 2 6 7 7 7 7 6 7 7 6 6 6 1 1 1 3 3 3 4 3 1 4 5 6 3 6 3 3 2 2 2 2 2 1 1 1 1 1 3 2 2 1 2 2 1 2 2 5 9 11 12 13 12 10 10 12 12 10 10 10 1 1 2 1 2 5 5 4 3 3 1 3 6 5 7 5 7 7 8 6 6 5 5 5 20 10 6 5 7 11 6 5 3 4 6 7 8 9 6 4 " RAFFET" 2.26293003910335 48.8526188461086
"9021" 8 7 5 5 4 4 3 3 1 1 3 7 6 5 1 1 2 1 1 10 13 15 11 17 17 18 18 17 17 17 17 16 13 2 5 2 0 0 2 1 6 8 9 9 8 12 11 12 9 9 9 9 10 7 7 7 2 1 0 1 3 2 7 2 3 3 7 11 15 17 18 18 18 18 18 18 18 17 17 17 7 1 0 0 0 2 4 5 1 0 0 16 22 19 22 22 20 22 22 22 21 20 21 20 9 2 1 1 1 2 2 6 4 9 5 8 14 15 15 15 " SAINT GEORGES" 2.33744680420367 48.877872278318
"20031" 4 4 4 4 4 3 3 1 1 0 0 2 3 0 0 0 0 0 0 1 2 4 7 6 6 7 7 7 7 6 5 4 2 14 10 6 7 3 1 1 0 1 1 1 3 6 8 14 17 17 18 18 18 17 17 15 23 15 3 4 3 1 0 0 0 2 5 2 9 11 11 14 17 20 20 21 23 22 22 22 22 17 14 10 10 28 24 16 13 10 11 14 20 24 25 26 26 27 27 27 27 26 26 25 23 20 9 7 7 5 2 1 1 1 3 8 8 13 14 19 " DURIS" 2.38772449616336 48.8655408671001
"1022" 3 5 3 3 0 0 2 1 4 19 34 33 21 23 20 25 31 32 27 9 1 0 1 1 0 0 0 0 0 0 1 1 1 18 37 17 24 22 34 36 37 35 29 15 1 0 3 0 0 0 0 0 0 0 1 2 2 20 36 36 36 21 34 35 36 34 27 1 0 0 0 0 0 0 0 0 0 0 3 3 2 19 36 37 37 27 23 36 12 19 9 0 1 1 0 0 0 0 0 0 0 0 1 2 4 23 27 37 20 22 32 34 28 19 11 0 0 2 3 0 " RUE DE LA PAIX" 2.33049351139917 48.8682170167744
"12005" 27 27 26 27 27 28 28 27 22 14 27 29 28 26 25 26 17 28 24 19 28 16 18 19 18 23 22 22 23 24 25 22 17 15 29 29 16 13 10 6 2 8 25 27 28 21 28 26 28 25 23 20 20 20 21 18 14 8 26 28 28 27 27 25 23 27 22 22 30 30 26 26 28 27 26 18 20 20 21 19 15 10 21 28 29 29 22 18 18 25 21 22 29 29 27 28 27 10 6 9 9 9 11 9 8 4 17 23 24 28 18 14 12 23 25 28 27 29 29 23 " CROZATIER" 2.37890136621104 48.8504400134045
"13017" 6 8 7 7 8 27 27 28 27 26 29 27 23 30 26 27 30 20 16 20 14 18 22 24 26 28 27 29 30 30 30 29 28 30 23 17 22 19 20 22 19 23 22 24 27 26 22 25 28 25 27 25 25 25 26 28 28 24 22 21 22 23 26 22 11 9 14 8 5 10 10 5 9 8 7 7 28 28 28 26 29 30 26 26 28 23 24 18 15 14 12 5 6 4 5 8 3 4 6 6 7 27 28 26 28 28 18 18 15 10 5 8 10 5 3 12 13 8 2 2 " NATIONALE" 2.36235441039212 48.8325270839729
"6004" 3 4 0 0 0 0 0 0 1 6 5 7 9 4 3 2 3 4 2 12 12 2 0 0 4 5 4 4 4 4 2 3 9 10 7 9 17 29 31 31 27 39 43 33 37 35 30 29 23 19 20 19 19 19 18 19 21 29 30 32 31 33 39 41 41 32 30 31 28 24 26 17 14 15 15 15 15 15 14 14 13 22 30 30 33 37 35 34 36 35 26 24 17 16 12 10 11 6 7 8 9 9 8 8 7 17 28 31 30 38 31 30 24 21 15 8 5 0 0 0 " REGARD" 2.32697330558684 48.8475178294419
"5002" 35 35 34 34 34 34 34 34 35 33 35 35 35 34 35 35 35 32 35 22 24 21 25 25 23 22 21 3 0 0 0 0 5 1 5 5 8 12 25 30 29 34 34 21 9 3 6 4 5 2 1 1 1 1 2 2 9 18 23 29 30 30 35 35 35 34 35 24 14 6 5 3 5 3 4 4 0 0 1 2 7 13 16 19 26 35 34 35 35 32 26 8 8 9 2 1 8 1 0 1 0 0 1 2 7 8 15 12 19 24 31 34 34 33 26 27 23 21 20 24 " SAINT JACQUES" 2.34501583529859 48.8503104329245
"13004" 31 30 32 33 35 35 36 33 35 38 47 49 43 41 47 47 37 32 28 20 18 26 24 28 30 33 38 40 41 41 41 41 44 29 37 38 40 37 41 45 23 18 26 30 42 38 38 47 53 53 53 52 53 53 52 52 48 46 52 59 59 57 60 52 39 36 35 33 35 41 49 52 48 57 57 57 57 57 56 59 41 48 58 63 61 67 67 64 61 56 59 56 65 66 66 63 64 67 63 44 33 33 34 33 33 31 40 39 44 40 40 38 40 41 35 21 36 43 47 45 " GLACIERE" 2.34542945664599 48.8306240750937
"7002" 27 30 29 28 26 26 24 24 23 15 8 10 13 23 22 20 21 23 10 13 24 28 32 30 31 35 35 35 35 35 34 34 29 23 10 11 12 6 3 3 4 6 10 8 3 7 8 9 13 17 14 15 14 14 12 12 9 4 1 2 1 2 5 7 12 11 13 14 22 28 34 35 34 35 35 35 34 33 32 34 29 16 22 15 10 9 18 19 22 15 22 28 32 31 31 35 35 34 34 33 33 34 34 35 32 20 10 13 14 16 5 9 12 24 22 11 21 29 25 28 " VANEAU" 2.32041739312382 48.8485776075611
"9113" 16 16 16 16 29 29 29 27 23 23 20 24 16 12 19 24 17 9 9 5 7 7 3 8 16 21 21 22 23 24 24 23 18 23 29 22 20 16 17 11 17 13 6 2 9 10 8 7 11 12 13 13 14 14 14 12 9 6 15 22 19 20 10 4 14 8 1 6 3 17 14 10 12 18 18 20 19 14 14 13 11 20 14 16 17 18 16 17 21 25 19 27 23 25 22 28 30 25 28 30 29 30 30 29 26 30 29 29 28 26 28 26 25 24 18 17 22 17 19 15 " BLEUE" 2.34730323030246 48.8758218550307
"5034" 60 65 65 65 65 65 64 63 56 44 62 65 62 66 65 66 66 66 63 65 65 46 53 63 66 66 66 66 66 66 66 65 53 37 36 37 36 47 66 63 67 67 65 67 52 51 58 67 67 65 67 67 67 67 67 65 55 44 27 25 25 21 32 43 50 46 39 32 54 59 64 64 68 69 69 69 69 68 49 48 35 27 31 25 31 38 40 37 37 35 39 41 42 47 53 53 58 61 62 63 63 48 49 48 38 28 32 33 27 28 57 67 67 65 66 69 69 69 68 69 " CENSIER" 2.35371355203341 48.8405086637125
"15068" 2 1 1 1 1 1 2 3 7 6 20 18 20 18 15 19 18 17 11 15 2 2 3 4 2 2 2 2 3 3 3 5 9 12 19 19 20 17 19 18 17 16 13 2 1 4 3 4 3 2 2 2 2 2 2 4 4 18 17 12 9 8 9 7 6 4 2 2 2 1 2 1 1 3 2 2 2 3 4 4 10 19 18 17 16 6 9 11 13 10 6 4 1 4 5 1 1 1 1 1 1 2 2 3 7 20 18 20 19 15 14 15 7 7 8 2 2 1 1 1 " BOULEVARD VICTOR" 2.27033837974637 48.838171310249
"8003" 2 0 0 0 0 0 0 0 1 4 8 8 9 7 6 7 8 7 6 0 0 0 0 1 0 2 0 0 0 0 0 0 1 4 8 7 7 2 2 3 5 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 3 6 9 14 14 15 16 13 8 4 0 0 0 1 0 0 0 0 0 0 0 0 0 0 6 13 15 11 10 9 5 5 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 8 11 8 10 14 10 10 7 5 0 0 0 1 1 1 " GALILLE" 2.29852826567981 48.8717051913931
"16108" 3 3 4 2 2 2 2 2 2 1 1 4 1 1 1 2 2 1 2 2 1 1 1 2 2 2 4 4 4 4 4 4 1 2 1 2 3 1 1 1 2 2 1 1 1 1 1 2 1 22 22 21 21 20 20 20 18 13 9 11 12 11 12 11 3 4 3 1 0 1 1 1 1 20 19 19 19 18 18 18 15 10 11 14 14 11 9 7 9 10 1 0 0 1 1 2 2 3 1 3 2 2 2 2 2 2 3 17 12 7 6 4 2 1 1 1 1 3 5 2 " SABLONS" 2.28189073657736 48.8638751312682
"19034" 2 2 2 2 2 2 2 2 3 4 4 2 1 1 1 1 0 2 0 0 1 1 1 0 0 0 0 0 1 1 1 0 0 2 8 8 5 2 0 1 0 0 0 2 2 2 2 2 2 2 4 4 4 4 4 2 3 7 8 7 6 4 4 2 7 5 9 7 3 5 4 4 3 3 4 6 6 5 5 4 6 7 7 3 4 1 0 1 2 1 3 3 1 2 3 1 3 4 4 5 6 6 6 6 5 4 4 4 3 2 1 4 3 1 1 1 2 0 2 1 " PANTIN" 2.39781364218954 48.8903419552168
"906" 1 0 0 0 0 0 2 3 0 1 0 2 0 0 1 2 2 0 15 14 8 6 0 0 1 0 0 0 0 0 3 0 1 0 1 1 2 0 1 1 1 1 9 12 2 2 2 0 1 0 0 0 0 0 3 1 0 0 0 0 1 0 4 1 0 1 13 13 12 6 2 1 0 1 0 0 0 0 2 4 3 0 0 0 2 4 7 7 0 2 10 10 4 3 0 1 2 1 0 0 0 0 1 1 0 0 1 1 1 2 0 2 1 6 13 7 4 3 0 2 " GARE DE L'EST" 2.3586300645446 48.8764198136411
"11025" 47 47 47 37 37 37 37 36 35 31 26 32 25 26 20 22 20 16 12 19 35 45 48 48 47 45 46 30 29 27 27 24 24 17 7 7 9 12 9 22 29 19 29 34 42 44 48 48 48 48 48 48 28 28 28 28 24 16 9 9 7 3 6 8 6 11 16 13 32 48 48 48 48 45 46 46 31 31 29 24 25 15 6 12 7 5 3 8 6 13 18 15 13 26 39 48 48 47 47 48 33 34 34 33 31 28 21 22 23 17 20 19 20 24 26 23 21 20 33 35 " FROMENT BREGUET" 2.37289470306807 48.8570414504784
"21311" 33 31 32 32 32 32 32 33 33 35 43 48 49 53 54 53 53 30 36 23 29 32 33 33 33 32 30 30 30 30 29 29 30 47 48 48 48 48 46 46 26 25 28 29 34 37 37 38 39 41 41 41 44 44 44 44 34 32 29 40 36 38 37 44 23 23 23 27 31 38 36 37 38 38 37 38 38 38 37 38 32 33 33 35 37 38 38 43 46 46 52 53 53 51 51 48 50 41 43 44 44 46 46 47 52 38 38 43 45 48 47 45 45 47 47 54 53 49 55 54 " GAMBETTA (ISSY LES MOULINEAUX)" 2.27854960082154 48.8274705017358
"10018" 6 5 4 4 4 4 4 4 5 3 1 2 1 0 0 0 2 0 6 3 7 10 6 6 5 8 2 3 2 3 4 6 6 1 0 1 1 0 3 1 5 0 0 3 13 6 6 6 14 16 19 19 19 19 21 22 22 13 1 2 1 3 1 1 4 2 1 3 1 0 2 2 6 8 6 4 4 4 6 8 4 1 1 0 1 5 8 8 0 1 4 6 6 9 1 1 0 3 3 2 2 2 5 6 6 6 4 2 5 6 4 5 2 3 2 3 17 15 16 15 " ALBAN SATRAGNE" 2.35609401864229 48.8753849055811
"17116" 12 11 11 11 10 10 10 10 11 15 16 13 15 13 15 17 17 16 6 6 6 15 15 14 14 14 14 14 14 14 14 12 15 14 13 11 12 16 19 15 14 13 6 4 4 6 6 7 11 11 11 12 12 12 12 11 10 10 12 14 10 11 9 9 6 2 1 2 5 9 7 6 8 9 12 12 12 12 12 13 13 13 17 14 14 8 10 9 9 7 1 2 1 7 8 8 9 9 9 10 10 10 10 10 11 9 13 13 10 14 10 11 10 7 3 3 2 3 3 1 " REIMS" 2.30014465995486 48.891834448211
"16032" 5 5 5 4 4 4 4 4 4 1 0 1 1 0 2 1 1 0 1 2 10 11 16 14 14 12 12 12 12 12 12 12 10 10 10 5 8 10 11 7 7 4 2 5 8 11 11 12 9 12 12 14 14 14 14 14 13 15 16 13 14 12 12 13 11 4 2 6 6 5 9 14 14 18 19 20 20 19 19 18 20 16 15 17 15 11 12 11 14 8 11 12 19 20 19 18 19 19 20 20 20 20 20 20 19 15 11 13 13 7 1 5 6 1 1 1 6 5 9 11 " EGLISE D AUTEUIL" 2.26848387135299 48.8474984177169
